등록기관,종별,의료기관명,전화번호,소재지(지번),소재지(도로명),인허가일자
전라남도 강진군 보건소,의원,새중앙의원,061-432-9588,,전라남도 강진군 강진읍 남문길 11,1999-07-30
전라남도 순천시 보건소,,주암보건지소,061-749-6019,,"전라남도 순천시 주암면 동주로 2090-1,",1967-07-01
전라남도 순천시 보건소,,주암보건지소,061-749-6019,,"전라남도 순천시 주암면 동주로 2090-1,",1967-07-01
전라남도 영광군 보건소,치과의원,이치과의원,061-351-2875,전라남도 영광군 영광읍 신하리 2번지 3호,전라남도 영광군 영광읍 신남로 186,1993-04-26
전라남도 목포시 보건소,의원,100년재생의원,061-274-0988,전라남도 목포시 용당동 1080-7,전라남도 목포시 용당로 211(용당동),2022-12-19
전라남도 영광군 보건소,치과의원,백제치과의원,061-353-8275,전라남도 영광군 영광읍 백학리 15번지 1호,,1992-05-29
전라남도 광양시 보건소,한의원,경희한의원,061-792-7744,전라남도 광양시 중동 1634번지 4호,"전라남도 광양시 중마중앙로 89, 1층 (중동)",2000-02-03
전라남도 장흥군 보건소,,장흥군장동면장동보건진료소,061-862-0304,,전라남도 장흥군 장동면 곰치로 10 (장동면보건진료소),2002-05-03
전라남도 장흥군 보건소,,장흥군장평면부평보건진료소,061-862-0677,,전라남도 장흥군 장평면 임리어곡길 68,2011-09-01
전라남도 장흥군 보건소,,장흥군회진면대신보건진료소,061-867-5522,,전라남도 장흥군 회진면 회진로 877,1982-12-04
전라남도 광양시 보건소,치과의원,시티치과의원,061-795-2222,전라남도 광양시 중동 1677번지 1호,"전라남도 광양시 공영로 72, 2층 (중동)",2006-04-06
전라남도 무안군 보건소,치과의원,솔치과의원,061-453-7928,전라남도 무안군 청계면 도림리 466번지 제202호,,2009-11-20
전라남도 신안군 보건소,,장산면마진도보건진료소,061-262-3975,전라남도 신안군 장산면 마진도리 106번지,전라남도 신안군 장산면 마진도길 48-9,1989-03-05
전라남도 무안군 보건소,치과의원,이치과의원,061-453-2818,전라남도 무안군 무안읍 성남리 17-1번지(2층),,1997-07-01
전라남도 완도군 보건의료원,,완도군소안면횡간보건진료소,061-552-9672,전라남도 완도군 소안면 횡간리 388번지 1호,전라남도 완도군 소안면 횡간도길 22,1988-02-01
전라남도 완도군 보건의료원,,완도군금일읍충도보건진료소,061-553-4002,전라남도 완도군 금일읍 충동리 1468번지 2호,전라남도 완도군 금일읍 금일충도길 24,1988-01-01
전라남도 여수시 보건소,의원,무선연합의원,061-684-7374,전라남도 여수시 선원동 1245번지 3호,전라남도 여수시 무선중앙로 62 (선원동),2004-11-02
전라남도 여수시 보건소,치과의원,뉴욕치과의원,061-682-2800,전라남도 여수시 학동 43번지 9호,"전라남도 여수시 시청로 52, 3층 (학동)",2005-03-04
전라남도 완도군 보건의료원,치과의원,흥일치과의원,061-554-1875,전라남도 완도군 완도읍 군내리 782-88,"전라남도 완도군 완도읍 청해진남로 13, 1층",1993-04-27
전라남도 나주시 보건소,한의원,백세한의원,061-335-9987,,"전라남도 나주시 예향로 3803, 영산포공용터미널 (이창동)",2018-04-05
전라남도 순천시 보건소,치과의원,순천365치과의원,061-721-3650,전라남도 순천시 해룡면 복성리 596-2 씨에스컨티넨탈,"전라남도 순천시 해룡면 순광로 234-9, 씨에스컨티넨탈 가동 3층",2022-02-07
전라남도 해남군 보건소,의원,문내사랑의원,061-535-5576,전라남도 해남군 문내면 동외리 919번지 42호 만선,"전라남도 해남군 문내면 동영길 29-4, 만선",2020-01-31
전라남도 여수시 보건소,한의원,여수연합한의원,061-685-0075,전라남도 여수시 학동 43-8,전라남도 여수시 시청로 40 (학동),2011-08-04
전라남도 여수시 보건소,치과의원,연세치과의원,061-692-2875,전남 여수시 소호동 359-1,전라남도 여수시 소호로 479 (소호동),2005-12-29
전라남도 목포시 보건소,의원,우리이비인후과의원,061-276-7373,전라남도 목포시 산정동 1041-34,"전라남도 목포시 산대로2번길 2, 2,5층 (산정동)",2021-06-30
전라남도 여수시 보건소,의원,윤이비인후과의원,061-684-6911,전라남도 여수시 학동 44번지 10호,"전라남도 여수시 시청로 41, 2층 (학동)",2004-11-05
전라남도 여수시 보건소,의원,늘푸른가정의원,061-692-1316,전라남도 여수시 화장동,"전라남도 여수시 덕양로 164, 2,3층 (화장동)",2005-02-28
전라남도 화순군 보건소,의원,을지의원,061-371-0100,,전라남도 화순군 화순읍 자치샘로 38-3,2001-08-10
전라남도 광양시 보건소,의원,편한마취통증의학과의원,061-761-7585,전라남도 광양시 광양읍 목성리 690번지 14호,전라남도 광양시 광양읍 백운로 1,2014-02-17
전라남도 화순군 보건소,한의원,원광한의원,061-374-8113,전라남도 화순군 화순읍 만연리 234번지 부영3차 상가 201호,"전라남도 화순군 화순읍 광덕로 180, 201호 (부영3차상가)",1996-07-04
전라남도 여수시 보건소,의원,참사랑의원,061-686-7042,전라남도 여수시 학동 58-2,전라남도 여수시 무선로 34 (학동),2010-05-17
전라남도 여수시 보건소,의원,무선하나의원,061-686-8215,전라남도 여수시 선원동 1244번지 6호,"전라남도 여수시 무선중앙로 56-1, 2층 (선원동)",2010-03-16
전라남도 광양시 보건소,치과의원,광양연합치과의원,061-762-2275,전라남도 광양시 광양읍 인동리 357번지,전라남도 광양시 광양읍 신재로 29,2003-03-22
전라남도 여수시 보건소,의원,탑내과가정의학과의원,061-643-8275,전라남도 여수시 서교동 680번지,"전라남도 여수시 신월로 804, 2층 (서교동, 교보생명빌딩)",2010-03-23
전라남도 신안군 보건소,의원,자은아름다운의원,061-271-0036,전라남도 신안군 자은면 구영리 192번지 8호,전라남도 신안군 자은면 구영2길 47-1,2009-01-02
전라남도 해남군 보건소,의원,365열린의원,061-535-3365,,전라남도 해남군 해남읍 중앙2로 151,2011-12-05
전라남도 목포시 보건소,치과의원,서울수치과의원,061-281-2888,전라남도 목포시 상동 251번지 5호,"전라남도 목포시 텃골로13번길 76, 3층 (상동, 유성스마트빌딩)",2009-04-22
전라남도 여수시 보건소,치과의원,현대치과의원,061-655-2875,"전남 여수시 여서동 213-5,8",전라남도 여수시 여서1로 61 (여서동),2005-10-04
전라남도 목포시 보건소,의원,세련신경과의원,061-242-5559,전라남도 목포시 대안동 14-16번지 1층,,1982-02-15
전라남도 장흥군 보건소,,장흥군보건소,061-862-4000,전라남도 장흥군 장흥읍 건산리 378번지,전라남도 장흥군 장흥읍 흥성로 49,1962-04-02
전라남도 순천시 보건소,치과의원,편한이치과의원,061-725-2875,전라남도 순천시 용당동 349번지,"전라남도 순천시 삼산로 101, 2층 201호 (용당동, 주상복합)",2016-07-27
전라남도 고흥군 보건소,의원,잘자고 마음편한 키다리 정신건강의학과 의원,061-835-9752,,전라남도 고흥군 고흥읍 고흥로 1745-2,2014-06-09
전라남도 함평군 보건소,의원,우리연합의원,061-323-1050,전라남도 함평군 함평읍 기각리 998번지 4호,"전라남도 함평군 함평읍 중앙길 70, 2층",2017-03-21
전라남도 광양시 보건소,의원,연세의원,061-799-3800,전라남도 광양시 금호동 624번지 4호 (1층),"전라남도 광양시 백운로 1638-11, 1층 (금호동)",2006-05-05
전라남도 목포시 보건소,치과의원,유앤아이치과의원,061-272-2818,전라남도 목포시 용해동 979-3번지 2층,,1994-07-23
전라남도 목포시 보건소,치과의원,건강치과의원,061-243-9169,전라남도 목포시 죽동 93-1번지 2층,"전라남도 목포시 수문로 29-2, 2층 (죽동)",1990-07-31
전라남도 여수시 보건소,한의원,정한의원,061-641-1030,전라남도 여수시 국동 462-2,"전라남도 여수시 신월로 672, 2층 (국동)",2016-04-11
전라남도 여수시 보건소,의원,안재수내과의원,061-654-2450,전라남도 여수시 여서동 217,전라남도 여수시 여서1로 73 (여서동),1998-02-05
전라남도 여수시 보건소,치과의원,보스턴치과의원,061-682-2275,전라남도 여수시 학동 44번지,"전라남도 여수시 쌍봉로 58, 2층 (학동)",2012-12-17
전라남도 장흥군 보건소,의원,은애의원,,전라남도 장흥군 장흥읍 건산리 478번지,,2009-08-03
전라남도 여수시 보건소,의원,정대관내과의원,061-653-9398,전라남도 여수시 신기동 14번지 7호,,2007-08-09
,의원,성심의원,061-392-1019,,전라남도 장성군 북이면 백양로 5-1,1994-01-26
전라남도 목포시 보건소,한의원,한솔한의원,061-273-7510,전라남도 목포시 용당동 1056번지 5호 2층,"전라남도 목포시 영산로 241, 2층 (용당동)",2013-07-02
전라남도 곡성군 보건의료원,한의원,경희한의원,061-362-9877,전라남도 곡성군 곡성읍 310번지 33호,전라남도 곡성군 곡성읍 군청로 18,2007-01-02
전라남도 여수시 보건소,의원,에셀의원,061-686-6100,전라남도 여수시 학동 34번지 10호,,2008-12-11
전라남도 강진군 보건소,치과의원,강진심플란트치과의원,061-433-2872,,전라남도 강진군 강진읍 영랑로 34 (미성빌딩),2015-10-05
전라남도 광양시 보건소,,진월보건지소,061-797-4084,,전라남도 광양시 진월면 선소중앙길 32,1987-08-10
전라남도 광양시 보건소,,봉강보건지소,061-797-4080,전라남도 광양시 봉강면 봉당리 718,전라남도 광양시 봉강면 비봉길 1,1987-06-22
전라남도 광양시 보건소,,도사보건진료소,061-797-4096,전라남도 광양시 다압면 도사리 881번지 11호,전라남도 광양시 다압면 다사길 39-3,1981-11-26
전라남도 광양시 보건소,,대죽보건진료소,061-797-4092,전라남도 광양시 옥곡면 대죽리 352번지 1호,전라남도 광양시 옥곡면 대죽1길 108-3,1985-10-01
전라남도 광양시 보건소,,세풍보건진료소,061-797-4086,전라남도 광양시 광양읍 세풍리 236-3,전라남도 광양시 광양읍 부흥길 16,1987-11-26
전라남도 영광군 보건소,의원,정세진마취통증의학과의원,061-353-2565,,"전라남도 영광군 영광읍 옥당로 148, 2층",1999-04-16
전라남도 영광군 보건소,치과의원,전치과의원,061-353-9449,전라남도 영광군 영광읍 단주리 630번지 12호,,1994-07-05
전라남도 영광군 보건소,의원,신화식내과의원,061-352-1260,전라남도 영광군 영광읍 남천리 118번지4호,,1995-02-22
전라남도 영광군 보건소,치과의원,기독치과의원,061-351-1997,전라남도 영광군 영광읍 남천리 177-2,"전라남도 영광군 영광읍 신남로 260, 2층",2008-08-08
전라남도 영암군 보건소,의원,한국의원,061-471-8175,전라남도 영암군 월평리 111번지 22호,전라남도 영암군 신북면 황금동로 59-3,1999-10-28
전라남도 순천시 보건소,치과의원,오치과의원,061-741-2879,전라남도 순천시 인제동 372번지 4호 순천원예농협 인제지점,"전라남도 순천시 장평로 55, 순천원예농협 인제지점 2층 (인제동)",2020-01-09
전라남도 나주시 보건소,,나주시왕곡면월천리보건진료소,061-335-7723,전라남도 나주시 왕곡면 월천리 207번지 3호,전라남도 나주시 왕곡면 나주서부로 575 (월천리보건진료소),1989-07-01
전라남도 여수시 보건소,의원,여천플러스가정의원,061-686-6100,,전라남도 여수시 흥국로 13 (학동),2015-04-15
전라남도 영광군 보건소,치과의원,고치과의원,061-353-2872,전라남도 영광군 영광읍 신하리 2번지16호,,2002-06-21
전라남도 여수시 보건소,치과의원,조용환치과의원,061-684-1155,전남 여수시 학동 59-3,전라남도 여수시 무선로 20 (학동),1991-05-04
전라남도 여수시 보건소,치과의원,친구들치과의원,061-691-0175,전라남도 여수시 학동 36번지 1호,"전라남도 여수시 시청로 34, 2층 (학동)",2012-01-10
전라남도 여수시 보건소,치과의원,알파치과의원,061-662-2212,전라남도 여수시 관문동 451번지 1호,전라남도 여수시 동문로 62 (관문동),2013-04-23
전라남도 나주시 보건소,,나주시반남면청송보건진료소,061-336-0849,전라남도 나주시 반남면 청송리 1035번지 2호,전라남도 나주시 반남면 청송로 367 (청송보건진료소),1990-01-01
전라남도 영광군 보건소,치과의원,주완치과의원,061-356-7582,전라남도 영광군 홍농읍 상하리,"전라남도 영광군 홍농읍 상하길 33, 201호 (초원상가)",2008-04-18
전라남도 광양시 보건소,의원,자모의원,061-761-6090,전라남도 광양시 광양읍 용강리 897번지 4호,전라남도 광양시 광양읍 와룡길 5,2016-05-11
,,장성군북하보건지소,061-392-7424,,전라남도 장성군 북하면 백양로 894 (북하보건지소),1986-06-02
전라남도 광양시 보건소,의원,광양내과의원,061-763-4555,"전라남도 광양시 광양읍 읍내리 71번지 (1,2층)","전라남도 광양시 광양읍 읍내중앙길 11, 1~2층",1992-09-23
전라남도 고흥군 보건소,의원,녹동연합의원,061-843-3133,전라남도 고흥군 도양읍 봉암리,전라남도 고흥군 도양읍 녹동중앙길 53,1999-08-19
